PATENT_ID,PATENT_TITLE,PATENT_ABSTRACT,PUBLICATION_DATE,BACKWARD_CITATIONS,FORWARD_CITATIONS
8639438,Method for vehicle driving assistance,"The invention relates to a method for assisting in the driving of a vehicle during a braking test on said vehicle on a track, said track being divided into a plurality of adjacent strips (Z1, . . . , Zn) mainly extending lengthwise in the track, the width (Iz) of each strip being greater than or equal to the width of the tires of the vehicle, each strip being worn on each braking of the vehicle on said strip. The assistance method comprises a step of selecting at least one strip out of the plurality of strips of the track, said strip being selected according to its level of wear. The assistance method also comprises a step of determining a theoretical trajectory of the vehicle, such that, by following said theoretical trajectory, the vehicle is able to brake on the selected strip.",2014-01-28,1,0
8636684,Methods and systems for toxin delivery to the nasal cavity,Methods and systems for delivering toxin and toxin fragments to a patient's nasal cavity provide for both release of the toxin and delivery of energy which selectively porates target cells to enhance uptake of the toxin. The use of energy-mediated delivery is particularly advantageous with light chain fragment toxins which lack cell binding capacity.,2014-01-28,4,1
8639059,Method for lossless digital shearing and rotation with fine angular increments,"The present invention discloses methods for lossless shearing and/or rotation of two-dimensional (2D) data, including digital images, with minute discrete angular increments, carried out only by permutations in the Fourier frequency domain, by exploiting the natural shear occurring as a result of computing a single one-dimensional discrete Fourier transform (DFT) of 2D arrays. Rotations in general, especially for oblong arrays, occur on elliptical paths. Circular rotation, by an angle of arctan(1/width), is achieved on square arrays. When each dimension is multiple of a smaller N, the rotation/shear angle can be increased to arctan(2N/width). Rotation steps can be repeated in long, animation-like series, with neither loss nor degradation of the Fourier content; so much so that tracing the steps back does restore the original data with remarkable precision.",2014-01-28,0,0
8635966,Laminar air flow slot venting for sails,"This invention relates to the use of a venting assembly for conventional sails, comprising one or more aperture substantially perpendicular with the sail surface separating a fore and aft element of the sail. The aperture channels high energy air flow from the windward side of the sail through to the leeward side of the sail parallel to the sail surface, energizing the surface boundary layer and maintaining laminar air flow along the aft element of the sail.",2014-01-28,0,0
8639573,Commercial game system and method,"A system and method for providing a commercial game that poses questions to a user related to advertisements that the user views or listens to using a multimedia device such as a computer connected to the Internet. Points may be awarded to the user based on the number of questions answered correctly, the number of advertisements viewed, the length of time advertisements are viewed, the number of attempts at answering each question before providing the correct answer, or other advertiser-selected criteria. Points earned by the user are immediately redeemable for services such as subscription services, movies downloads, Pay-Per-View credits, or for any other tangible or intangible good, service, or reward representing a monetary value. If the user provides an incorrect answer to a question, the user is permitted to watch the advertisement multiple times until a correct answer is provided and points are awarded.",2014-01-28,0,0
8637770,Caulking die and braid fixing structure for shield wire,"A step-shaped receptacle part 22 depressed in a step shape in a circumferential direction is provided in a middle part of an outer peripheral surface 21 of a core body 18 of a core 16 constituting a caulking die 5. Further, a part on a core insertion start side relative to the step-shaped receptacle part 22 is formed in a size smaller than that at the position of the step-shaped receptacle part 22. Caulking is performed by the caulking die 5 having this configuration, so that the fixing state viewed in a cross section in a connection and fixation target part is made such that a plurality of bent parts are formed in accordance with the sectional shape of the step-shaped receptacle part 22.",2014-01-28,0,2
8638898,Emergency core cooling system for pressurized water reactor,"A pressurized water nuclear reactor (PWR) has an internal pressurizer volume containing a steam bubble and is surrounded by a containment structure. A condenser is disposed inside the containment structure and is operatively connected with an external heat sink disposed outside of the containment structure. A valve assembly operatively connects the PWR with the condenser responsive to an abnormal operation signal such that the condenser condenses steam from the steam bubble while rejecting heat to the external heat sink and returns the condensed water to the PWR. A quench tank contains water with dissolved neutron poison. A valved tank pressurizing path selectively connects the steam bubble to the quench tank to pressurize the quench tank, and a valved soluble poison delivery path selectively connects the quench tank to the PWR such that the quench tank under pressure from the steam bubble discharges water with dissolved neutron poison into the PWR.",2014-01-28,0,0
8636311,Device and method for the contactless seizing of glass sheets,"The invention relates to a method and device for the contactless seizing of glass sheets, characterized in that: a) the device comprises at least one oscillatory, rectangular, plate-shaped oscillating plate (1) comprising an oscillation generator (8), b) each partial surface (9) comprises a central opening for receiving a suction tube (2) which is installed on the upper side and which is used to suction air, c) a circular recess which is connected to the central opening is provided on the lower side of each partial surface (9), d) the plate-shaped oscillating plate (1) is connected to a central damping joint (5) by four connecting supports (7) that are respectively fixed to the suction tube (2) of one partial surface (9) and is assembled in the center of the oscillating plate (1), e) the central damping joint (5) is connected to a central fixation (6), f) a distance sensor and an optical sensor are housed in at least one suction tube.",2014-01-28,0,0
8640131,Demand-based processor cycle allocation subsequent to equal group-based processor cycle distribution,"Embodiments that facilitate the fair and dynamic distribution of central processing unit (CPU) time are disclosed. In accordance with one embodiment, a method includes organizing one or more processes into one or more groups. The method further includes allocating a CPU time interval for each group. The allocation of a CPU time interval for each group is accomplished by equally distributing a CPU cycle based on the number of groups. The method also includes adjusting the allocated CPU time intervals based on a change in the quantity of the one or more groups.",2014-01-28,0,0
8639896,Locating and altering sensitive information in core dumps,"A core dump is processed to locate and optionally alter sensitive information. A core dump copy is created from at least a portion of an original core dump. Also, at least one input parameter is provided that corresponds to select information to be identified in the core dump copy and address information associated with the core dump copy is defined that corresponds to at least one of addresses where the select information can be altered and addresses where the select information should not be altered. Each occurrence of the select information located within the core dump copy is identified and optionally replaced with predetermined replacement data if the occurrence of the select information is within the addresses where the select information can be altered.",2014-01-28,0,0
8636733,Electrosurgical pencil including improved controls,"The present disclosure relates to electrosurgical devices having a plurality of hand-accessible variable controls. An electrosurgical device configured for connection to a source of electrosurgical energy is provided and includes a housing; an electrical circuit supported within the housing, the electrical circuit being connectable to the source of electrosurgical energy; and a controller slidably supported on the housing, wherein the controller is configured to exert a force on each of the housing and the electrical circuit to affect a change in the electrical circuit and to provide a tactile feedback to a user of the electrosurgical device as the controller is moved relative to the housing.",2014-01-28,23,0
8638506,Photographic optical system and image pickup apparatus equipped with the same,"A photographic optical system includes, in order from an object side to an image side, a first lens unit having positive refractive power, a second lens unit having negative refractive power configured to move in an optical axis direction to perform focusing, and a third lens unit having positive or negative refractive power, wherein the position of an optical element (A) satisfies a predetermined condition.",2014-01-28,0,0
8636042,Tyre equipped for attaching an object to a wall thereof,"A tire is described that includes a casing defining a cavity and equipped to receive an object, such as an electronic circuit, for example, through use of a two-part attachment, such as a touch-close attachment, of which a first part is fixed to a wall of the casing and a second part can be joined to the first part when placed in contact with the first part to keep the object on the casing in a service position. The first part of the attachment includes connection elements that are an integral part of the wall of the casing of the tire. The connection elements allow these two parts to have freedom to move relative to each other, thereby limiting the transmission of stresses, which affect the wall of the tire, to the object. The connection elements may be loops of flexible thread formed by the extremities of turns of a coiled thread integrated into the wall of the tire during the tire's manufacture.",2014-01-28,0,0
8637907,Optical sensors for detecting relative motion and/or position and methods and systems for using such optical sensors,"A system according to an embodiment of the present invention includes one or more first optical sensors and one or more second optical sensors. The first optical sensor(s) each include a photodetector region and a plurality of first slats over the photodetector region. The second optical sensor(s) each include a photodetector region and a plurality of second slats over the photodetector region, wherein the second slats have a different configuration than the first slats. For example, the second slats can be orthogonal relative to the first slats. For another example, the first slats can slant in a first direction, and the second slats can slant in a second direction generally opposite the first direction. Currents produced by the first optical sensor(s) and the second optical sensor(s), which are indicative of light incident on the optical sensors, are useful for distinguishing between movement in at least two different directions.",2014-01-28,1,0
8639671,Database compression,"Apparatus, systems, and methods may operate to receive a set of ordered user-selected compression rules as a compression rule set comprising at least one compression threshold condition, to create or transform a database object with rows to be selectively compressed according to the compression rules in the compression rule set (providing a transformed object), and to publish at least a portion of the transformed object to one of a storage medium or a display screen. Other apparatus, systems, and methods are disclosed.",2014-01-28,0,0
8635913,Ultrasonic coupler assembly,"An ultrasonic coupler assembly for coupling an ultrasonic transducer to a pipe wall is disclosed, wherein the ultrasonic coupler is configured using three quadrilateral sections to reduce the temperature extreme to which the ultrasonic transducer is exposed and to improve the quality of the ultrasonic signal passing through the ultrasonic coupler.",2014-01-28,2,0
8639202,Dynamic alternative frequency channel switching in wireless terminal,"Provided is a device and method for providing an Alternative Frequency (AF) in a wireless terminal, by which an AF channel service suitable for a user environment can be provided. To this end, the device includes a radio broadcast receiver for receiving a radio broadcast signal, and a controller for attempting an AF channel switch after an elapse of a re-try wait time which is set according to a number of recent AF channel switch failures. The controller may detect the user environment as a walking state or a driving state. If a driving state is detected, the AF channel switch is attempted immediately when receive signal quality is below a threshold, regardless of the number of recent AF channel failures. If a walking state is detected, the AF channel switch is attempted after the elapse of the wait time.",2014-01-28,0,0
8636365,Projection display device and driving method of the same,A projection display device includes first to third display panels configured to realize first to third color images and a fourth display panel configured to realize a white image. The first to third color images and the white image may be combined and projected.,2014-01-28,1,0
8639383,"Automated research planting system, method, and apparatus","The present invention provides an automated research seed planting system, method, and apparatus. The system, method, and apparatus may include a planter configured for planting a research plot and comprising a seed package assembly handling device configured to receive a seed package assembly containing a research seed sample, and a controller configured to communicate with the seed package assembly handling device. The controller is configured to automatically control the seed package assembly handling device to release the research seed sample. In various embodiments, the research seed planter may include a positional data acquisition system configured to acquire position data associated with one or more research seed planting events.",2014-01-28,4,1
8637918,Method and device employing polysilicon scaling,"A memory and method of manufacture employing word line scaling. A layered stack, including a charge trapping component and a core polysilicon layer, is formed on a core section and a peripheral section of a substrate. A portion of the layered stack, including the core polysilicon layer is then removed from the peripheral section. A peripheral polysilicon layer, which is thicker than the core polysilicon layer of the layered stack, is next formed on the layered stack and the peripheral section. The layered stack is then isolated from the peripheral polysilicon layer by removing a portion of the peripheral polysilicon layer from the core section, and polysilicon lines are patterned in the isolated layered stack.",2014-01-28,0,0
8639278,Systems and methods for connecting radio systems,"A system and method of connecting a first radio system and a second radio system are disclosed. In one example, the method includes receiving audio data and identification data from a first user radio in a first radio talkgroup of the first radio system, transferring the audio data and the identification data to a connect unit, selecting a second talkgroup in the second radio system based on a predetermined talkgroup mapping, transferring the audio data and the identification data from the connect unit to the second radio system, and transmitting the audio data and the identification data to a second user radio in the second talkgroup of the second radio system.",2014-01-28,0,0
D698481,Wall and ceiling fixture,,2014-01-28,2,0
8639130,Developer storage device,"A developer accommodating apparatus includes a developer accommodating portion for accommodating a developer; developer detecting means, including a light receiving element for receiving light emitted by a light emitter, for detecting the developer in said developer accommodating portion; a cylindrical light guide member, provided projected from a side surface of said developer accommodating portion, for guiding the light emitted from said light emission element to said light receiving element; a rotatable member provided on a peripheral surface of said light guide member and rotatable about said light guide member; and driving means for rotating said rotatable member.",2014-01-28,0,0
D698455,Skin massager,,2014-01-28,0,2
8637520,Substituted pyridyl amide compounds as modulators of the histamine H3 receptor,Certain substituted pyridyl amide compounds are histamine H3 receptor modulators useful in the treatment of histamine H3 receptor-mediated diseases.,2014-01-28,0,0
8638383,Correlated double sampling circuit and image sensor including the same,"A correlated double sampling circuit includes a delta-sigma modulator, a selection circuit, and an accumulation circuit. The delta-sigma modulator is configured to receive an input signal, delta-sigma modulate the input signal, and output a modulation signal. The selection circuit is configured to invert the modulation signal and selectively output one of the modulation signal and an inverted modulation signal in response to a selection signal corresponding to an operation phase. The accumulation circuit is configured to generate a first accumulation result by performing an accumulation process on one of the modulation signal and the inverted modulation signal in a first operation phase, and generate a second accumulation result by performing the accumulation process on the first accumulation result and the other one of the modulation signal and the inverted modulation signal in a second operation phase.",2014-01-28,1,0
8636568,Combine stepped threshing chamber,"A combine threshing system includes a rotor having and in-feed area at a front end of the rotor and a rotor body configured to convey material along a helical path from the front end of the rotor body to a rear end of the rotor body. The system also includes a substantially cylindrical threshing chamber positioned circumferentially around and spaced apart from the rotor body. The threshing chamber includes a lower portion substantially concentric with the rotor body and having an inner surface positioned a first distance from an outer surface of the rotor body and an upper portion having a first inner surface substantially concentric with the rotor body and positioned the first distance from the outer surface and a second inner surface that is substantially concentric with the rotor body, positioned a second distance from the outer surface and is greater than the first distance.",2014-01-28,3,1
8639043,Classifying image features,Methods are disclosed for classifying different parts of a sample into respective classes based on an image stack that includes one or more images.,2014-01-28,4,0
8636555,Manufacturing apparatus and manufacturing method for spark plugs,"Provided is a technique for limiting the radial displacement between a metal shell and an insulator in a spark plug. At the time of manufacturing a spark plug with a metal shell and an insulator, the metal shell and the insulator are assembled together by, while allowing relative positional displacement between the metal shell and the insulator in an axial direction (O-O), limiting relative positional displacement between the metal shell and the insulator in a radial direction intersecting with the axial direction in such a manner that the amount of deviation between an axis of the metal shell and an axis of the insulator becomes less than or equal to a predetermined level.",2014-01-28,0,0
8639715,Auctionable rich media search suggestions,"Rich media search suggestions may be provided to search facility users. Rich media search suggestions may occupy various sizes of search suggestion presentation “real estate,” and may change size, for example, in response to user interaction. A search facility may partially or fully delegate responsibility for providing search suggestions to third party search suggestion providers. Available search suggestion places may be auctioned to interested third party search suggestion providers. Third party search suggestion providers may be responsible for providing search suggestion presentation specifications (e.g., specified with hypertext markup language) for the delegated search suggestion places. Such search suggestion presentation specifications may be provided at bid time and/or in real-time in response to search input by users. Search input by users may be “streamed” in real-time to third party search suggestion providers, and corresponding search suggestions updated in real-time by the third party search suggestion providers in response.",2014-01-28,2,0
8639733,Automatic identification of compatible applications and accessories,"Embodiments of the present invention provide various communication techniques for communication between a mobile computing device and an accessory. An accessory protocol that is generic to the mobile computing device can be used for some communication. An application executing at the mobile computing device can communicate with the accessory using an application communication protocol. In some embodiments, the application communication protocol can be different from the accessory communication protocol. In other embodiments the application protocol may only be recognized by the application and the accessory. In some embodiments, messages conforming to an application protocol can be communicated between the application and the accessory by packaging the messages inside a message conforming to the accessory communication protocol.",2014-01-28,1,0
8636264,Powder metal component tolerance improvements,A powder metal component (34) has an outer diameter that is inserted in a bore of another component (18) during assembly with an interference fit between the two components. Ribs (30) are formed on the outer diameter of the component (34) during compaction and sintering of the component. The ribs (30) have a surface that has been compressed to a greater density than a surface (31) of the outer diameter between the ribs to produce a major diameter and effective roundness defined by high points of the ribs.,2014-01-28,1,0
8638017,Rotor for permanent magnet rotating machine,"In connection with a permanent magnet rotary machine comprising a rotor comprising a rotor core and a plurality of permanent magnet segments embedded in the rotor core and a stator comprising a stator core having a plurality of slots and windings therein, the rotor and the stator being disposed to define a gap therebetween, or a permanent magnet rotary machine comprising a rotor comprising a rotor core and a plurality of permanent magnet segments mounted on the surface of the rotor core and a stator comprising a stator core having a plurality of slots and windings therein, the rotor and the stator being disposed to define a gap therebetween, the rotor wherein each of the permanent magnet segments is an assembly of further divided permanent magnet pieces, and the coercive force near the surface of the magnet piece is higher than that in the interior of the magnet piece.",2014-01-28,0,0
8638657,Distributed synchronous ethernet using a centralized controller,"A network device may receive first qualification indicators, for a first signal, from all line cards of the network device. The network device may, in response to the first qualification indicators, transmit instructions to all of the line cards to use the first signal. The network device may further receive second qualification indicators, for a second signal, from all of the line cards. In response to the second qualification indicators, the network device may store information for the second signal in order to use the second signal as a backup signal.",2014-01-28,0,0
8636136,Apparatus and method for rotatably conveying and applying discrete parts to a substrate,An apparatus for conveying a plurality of parts to a substrate in a configuration which is offset from the centerline of the supply feed of discrete parts is disclosed as well as the related process. Such an apparatus and process are suitable for use in the production of products where one or more components of the product must be spatially shifted from their incoming location relative to the movement of the assembly line to a second position which is offset from its incoming location and orientation.,2014-01-28,1,0
8638530,Current-perpendicular-to-the-plane (CPP) magnetoresistive (MR) sensor having a top shield with an antiparallel structure,"A current-perpendicular-to-the-plane magnetoresistive sensor structure includes at least an improved top shield structure and optionally also a similar bottom shield structure. The top shield structure includes an antiparallel structure (APS) of two ferromagnetic films and a nonmagnetic antiparallel coupling (APC) film between them. The APC film induces antiferromagnetic (AF) coupling between the two ferromagnetic films so that they have their respective magnetizations oriented antiparallel. An important aspect of the APS is that there is no antiferromagnetic layer adjacent the upper ferromagnetic film, so that the upper ferromagnetic film does not have its magnetization pinned by an antiferromagnetic layer. An electroplated shield layer is formed above the APS. A nonmagnetic decoupling layer is located between the APS and the electroplated shield layer to prevent domain wall movement in the electroplated shield from transferring to the ferromagnetic layers in the APS and thus possibly induce noise in the sensor.",2014-01-28,1,0
8636317,Lift chair,"A lift chair includes a base, a seat mechanism and a driving module. The seat mechanism includes a back frame, a seat frame, a foot frame and two hand rails. The seat frame is pivotally coupled to the base, and the driving module installed between the base and the seat mechanism drives the seat mechanism to perform a motion with respect to the base, so that if a user wants to stand up, the user can use the support from the seat frame and the back frame as standing aids to stand up successfully.",2014-01-28,1,0
8637774,Tracer wire connector kits,A ready to use tracer wire connector kit comprising a pod and cover that can be mated together around a tracer wire connector that can be retained in the pod or removed from the pod as the tracer wires are joined therein with the pod and cover encapsulating and protecting the junction of tracer wires in the tracer wire connector and a method and system wherein underground difficult to detect devices and systems can be indirectly located.,2014-01-28,1,0
8640234,Method and apparatus for predictive and actual intrusion detection on a network,"A method of managing network usage by defining a set of linguistic patterns, where each linguistic pattern is associated with a condition that is to be monitored. Network packets are captured during transmission and analyzed to identify linguistic patterns. Captured network packets are scored based on similarity of at least one linguistic pattern to one or more of the defined set of linguistic patterns. When a packet that is scored above a specified threshold value is identified, at least one responsive action is implemented. In this manner, a system implementing the method is able to identify network traffic that is associated with prospective malicious activity and thereby provide an early warning before damage has occurred.",2014-01-28,5,0
8638562,Combinative power device,"The present invention provides a combinative power device. In one aspect, the combinative power device of the present invention includes an AC-to-DC module including a first joint portion; and a DC-to-DC module having a second joint portion and coupled to the AC-to-DC module by the second joint portion with the first joint portion electrically, wherein the DC-to-DC module acts as a removable module which can be removable from the AC-to-DC module to enable the AC-to-DC module to cooperate with different types of the DC-to-DC module.",2014-01-28,0,0
8640066,Multi-phase models for timing closure of integrated circuit designs,"In one embodiment, a method of designing an integrated circuit is disclosed, including receiving a first partition block for a top level of a hierarchical design of an integrated circuit; analyzing each pin of the first partition block for an attribute associated with the pin indicating a timing exception; and if a timing exception other than false path is indicated then generating an internal timing pin in a first timing graph model of the first partition block for each timing exception, and adding a timing arc and a dummy arc coupled to the internal timing pin in the first timing graph model of the first partition block. The internal timing pin adds a timing exception constraint for each timing exception. Timing of the top level may then be analyzed with the first timing graph model to determine if timing constraints, including the added timing exception constraints, are met.",2014-01-28,0,0
8639639,Predicting possible outcomes in multi-factored diseases,"This disclosure relates, in general, to methods, systems, apparatus, computer programs and computing devices related to predicting possible outcomes in a multi-factored disease, disorder or condition.",2014-01-28,0,0
8639719,"System and method for metadata capture, extraction and analysis","System and methods are provided that enable a data and information repository with a semantic engine that enables users to easily capture information in various formats from various devices along with rich metadata relating to that information. The information repository can be configured to query the captured information and any metadata to extrapolate new meaning, including semantic meaning, and to perform various tasks, including but not limited to sharing of the information and metadata. In some embodiments, the information repository is configured to generate recommendations to users based on analysis of the captured information.",2014-01-28,0,1
8637618,Method for producing very-high or ultra-high molecular weight polyethylene,"The field of the invention relates generally to a method for preparing very-high or ultra-high molecular weight polyethylene. More particularly, the present invention related to a method of preparing very-high or ultra-high molecular weight polyethylene using a supported catalyst comprising a support, an activator and a metal-ligand complex, as well as the catalyst itself. The present invention additionally relates to a method of using a supported catalyst comprising a support, an activator and co-supported metal-ligand complexes to obtain a bi-modal molecular weight distribution of polyethylene.",2014-01-28,1,0
8636229,Low precipitation rate rotor-type sprinkler with intermittent stream diffuser,An irrigation sprinkler includes a riser and a nozzle mounted at the top of the riser that can rotate and emit a stream of water. The sprinkler further includes a diffuser mechanism that can intermittently interrupt the stream of water as the nozzle rotates. A gear train reduction is mounted in the riser and a turbine is coupled to an input shaft of the gear train reduction and is rotatable by water flowing through the riser. A drive assembly couples the nozzle and the gear train reduction and is configured to allow a user to select between a full-circle mode of operation and an oscillating mode of operation.,2014-01-28,2,0
8638302,Apparatus with multiple displays,"An apparatus including a first surface having at least one display, a second surface having at least one display, and a third surface having at least one display. The first, second and third surface form an outer surface of the apparatus, the outer surface being generally of a triangular shape.",2014-01-28,0,0
D698501,Hummingbird feeder,,2014-01-28,30,0
8638380,Location-aware event detection,"Techniques for detecting one or more events are provided. The techniques include using multiple overlapping regions of interest on a video sequence to cover a location for one or more events, wherein each event is associated with at least one of the multiple overlapping regions of interest, applying multiple-instance learning to the video sequence to select one or more of the multiple overlapping regions of interest to construct one or more location-aware event models, and applying the models to the video sequence to detect the one or more events and to determine the one or more regions of interest that are associated with the one or more events.",2014-01-28,1,0
8640256,File system operation and digital rights management (DRM),"A file system is configured for use with files protected by digital rights management (DRM) content controls and to interact both with applications that are, and are not, DRM aware. The file system may be configured for use by two applications, in a manner that may provide the second application with protected files if the first application was previously allowed access. In one example, a user context cache of DRM-protected files is created. The files in the cache may have been decrypted in response to a request(s) from the first application. Subsequent requests from the second application may be received for files within the user context cache of DRM-protected files. At least one of the files within the user context cache of DRM-protected files may be provided to the second application if the second application has a joint user context with the first application.",2014-01-28,3,0
8636104,Acoustically absorptive panel,"An acoustically absorptive panel comprises a porous acoustical absorber having a planar configuration mounted on a support frame, an acoustically transparent front fabric stretch-mounted on the support frame and spaced from and in parallel alignment with the front face of the porous acoustical absorber and forming an airspace, the porous absorber, front fabric and forward air space acting as acoustical absorbing chamber capable of absorbing a greater range of sound frequencies than the porous acoustical absorber alone, the range of frequencies absorbed depending on the depth of the air space.",2014-01-28,0,0
8639298,Mobile phone and incoming alerting system,"To provide a technique for informing the user of the incoming to a mobile phone through an external device such as a television, making use of an interface standardly equipped in the external device even when the power of the external device is off. The mobile phone includes a signal producing section for producing an incoming information signal containing information for informing the user of the incoming to the mobile phone in conformity to the HDMI standards when at least one of voice communication and data communication is received; and an HDMI communication section for outputting the incoming information signal to the external device to communicate with the external device capable of performing signal transmission conformed to the HDMI standards through a signal transmission medium conformed to the HDMI standards.",2014-01-28,0,0
8639196,Control modules,"A circuit is provided comprising detector circuitry, calculating circuitry, and determining circuitry. The detector circuitry is figured to generate an I data signal magnitude value of a sampled I data signal and a Q data signal magnitude value of a sampled Q data signal. The calculating circuitry is configured to calculate a phase shift angle φI between first and second equal and constant or substantially equal and constant envelope constituents of the sampled I data signal and to calculate a phase shift angle φQ between first and second substantially equal and substantially constant envelope constituents of the sampled Q data signal. The determining circuitry is configured to determine in-phase and quadrature amplitude information of the substantially equal and substantially constant envelope constituents of the sampled I signal and to determine in-phase and quadrature amplitude information of the first and second substantially equal and substantially constant envelope constituents of the sampled Q signal.",2014-01-28,41,2
8636188,Fastener deployment system,"This document discloses, among other things, a long reach, side ejecting fastener placement apparatus suitable for use in nasal septal surgery. A first linear member carries a fastener body and a second linear member delivers a fastener retainer or provides support for placement of the fastener body. In various examples, the fastener includes a single stud rivet or includes a two legged staple. A mechanical linkage coupled to the handle provides a linear force for placement and deployment of a fastener.",2014-01-28,1,0
8636012,Smoking article and method of manufacturing a smoking article,"A smoking article (10) comprising a first part (13) configured to be movable relative to a second part (11) of the smoking article. The first part (13) having a first engaging surface (31). The second part (11) having a second engaging surface (32), the second engaging surface engagable with the first engaging surface (31) to limit relative longitudinal movement between the first and second parts. The first engaging surface (31) and/or second engaging surface (32) is preferably formed on a folded over portion of sheet material.",2014-01-28,0,0
8636617,Multi-speed transmission,"A transmission is provided having an input member, an output member, four planetary gear sets, a plurality of coupling members and a plurality of torque transmitting devices. Each of the planetary gear sets includes first, second and third members. The torque transmitting devices include clutches and brakes actuatable in combinations of two to establish a plurality of forward gear ratios and one reverse gear ratio.",2014-01-28,0,0
8639728,Method for computer assisted planning of a technical system,"A method for computer assisted planning of a technical system with a first structure of multi-category objects is provided. Each multi-category object describes a technical component and includes a plurality of facets. Each facet is of a specific category and refers to information about the technical component. Categories of a multi-category object refer to different disciplines for designing a technical system. The disciplines include mechanical, electrical and automation engineering. Further, a second structure of a specific category is provided and has category-specific elements. Each category-specific element describes a technical component with respect to the corresponding specific category. Each facet of a specific category of a multi-category object describing a technical component in the first structure is related to a category-specific element of the specific category describing the technical component in the second structure. The first and second structures are changeable by a user during planning of the technical system.",2014-01-28,0,0
8639741,Method for distributing requests to server computers,"In the method of the invention, requests received by a request distributor are distributed to server computers. The request distributor uses distribution information for selecting, as a destination for the requests, a server computer. A first request relating to a delivery of a service is received by the request distributor and sent to one server computer. The server computer then receives the first request. Finally, it is determined whether a further request relating to the delivery of the service is expected to be received by the request distributor, and, if so, distribution information is made available to the request distributor.",2014-01-28,0,0
8637199,Fuel cell using organic fuel,"A fuel cell is provided which can control an optimum fuel concentration according to an output without a sensor for measuring the fuel concentration. The fuel cell uses a liquid organic compound for fuel and includes a membrane-electrode assembly, a passage for allowing fuel or oxidant to flow, a fuel supply unit for supplying the fuel to the fuel cell and intermittently or periodically changing a rate of fuel supply, and a computation processor for measuring a signal of a voltage or an output of the fuel cell, computing the rate of the fuel supply and the signal, and correcting the rate of the fuel supply. In the fuel cell, the optimum fuel concentration can be easily controlled according to the output by periodically varying the fuel concentration from a reference fuel concentration, measuring a voltage or an output and a variation range of the voltage or the output, and then determining whether the reference fuel concentration is appropriate or not.",2014-01-28,0,0
8639416,GNSS guidance and machine control,"A global navigation satellite sensor system (GNSS) and gyroscope control system for vehicle steering control comprising a GNSS receiver and antennas at a fixed spacing to determine a vehicle position, velocity and at least one of a heading angle, a pitch angle and a roll angle based on carrier phase position differences. The roll angle facilitates correction of the lateral motion induced position errors resultant from motion of the antennae as the vehicle moves based on an offset to ground and the roll angle. Alternative aspects include multiple-antenna GNSS guidance methods for high-dynamic roll compensation, real-time kinematic (RTK) using single-frequency (L1) receivers, fixed and moving baselines between antennas, multi-position GNSS tail guidance (“breadcrumb following”) for crosstrack error correction, guiding multiple vehicles and pieces of equipment relative to each other, and snow grooming equipment and method applications.",2014-01-28,2,7
D698428,Misting bottle with fan,,2014-01-28,1,0
8638356,Communication system,"A computer-implemented system and method are described for improving the QoE of real-time video sessions between mobile users. For example, a method according to one embodiment of the invention comprises: configuring one or more servers on the perimeter of a service provider network; receiving a request from a first mobile device to establish a real-time communication session with a second mobile device; providing the first and second mobile devices with networking information for connecting to the servers; and establishing the real-time communication session through the server.",2014-01-28,0,0
8638464,Collecting history information of an image forming device while the image forming device is in a power saving mode,"A management apparatus according to the present invention controls whether history information is requested when it is specified that an image forming apparatus as an acquisition target of the history information is in a power saving state. When a return notification from the power saving state is issued after the image forming apparatus as the target requests previous history information, even in the power saving state of the image forming apparatus, the request is issued. The request is not issued when the image forming apparatus does not issue the return notification after the image forming apparatus as the target requests previous history information.",2014-01-28,0,0
8636249,Storage system for emergency equipment,"A storage system for an emergency apparatus provided in a conveyance includes at least one structure-holder connectable to a structural component of the conveyance. A frame is attached to the at least one structure-holder, and a carrier is configured to receive the emergency apparatus. A locking apparatus has a locking position in which the carrier is fastened to the frame, and an unlocking position in which the carrier is detached from the frame. A belt element is fixedly connected to the carrier. A first end of a retaining belt is connectable to a structural component of the conveyance via a belt-winder, and a second end of the retaining belt is fastenable in a detachable manner via a belt lock to the belt element.",2014-01-28,0,0
8635872,Pyrotechnical actuator,"The invention relates to an actuator with a housing (1) in which a piston (2) with a pin (3) is inserted in a longitudinally displaceable manner, and with an igniting element (4) with contact pins (5), wherein the contact pins (5) project out of the housing (1) on the connecting side (6) thereof, and, when the igniting element (4) is ignited by the propellants generated, the piston (2) is displaced in the direction of the actuating side (7) until the pin (3) projects out of the housing (1) on the actuating side (7). For production to be more cost-effective, it is proposed that the housing (1) is designed as a single part and in the form of a cylinder, and the connecting side (6) is injection moulded or bonded around the end surface (9) of the housing (1) with a cylindrical cover (10) fitting thereover.",2014-01-28,2,0
